audit_error,case_id,center_crop_retention,dataset,foreground_pixels,grayscale_mask,image_mode,image_path_raw,image_shape,label_path_raw,mask_mode,mask_shape,mask_values_raw,patient_id,qc_status,site,source_partition,symmetric_padding
,REFUGE_train_n0065,1.0,fundus,625974,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0065.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0065.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0065,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0066,1.0,fundus,618807,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0066.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0066.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0066,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0067,1.0,fundus,620591,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0067.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0067.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0067,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0068,1.0,fundus,625331,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0068.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0068.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0068,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0070,1.0,fundus,626377,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0070.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0070.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0070,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0071,1.0,fundus,629580,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0071.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0071.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0071,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0073,1.0,fundus,617177,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0073.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0073.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0073,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0074,1.0,fundus,626993,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0074.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0074.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0074,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0075,1.0,fundus,625899,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0075.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0075.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0075,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0076,1.0,fundus,618316,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0076.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0076.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0076,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0078,1.0,fundus,624776,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0078.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0078.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0078,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0079,1.0,fundus,621749,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0079.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0079.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0079,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0080,1.0,fundus,626809,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0080.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0080.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0080,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0081,1.0,fundus,627850,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0081.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0081.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0081,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0082,1.0,fundus,630828,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0082.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0082.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0082,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0083,1.0,fundus,629638,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0083.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0083.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0083,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0084,1.0,fundus,628370,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0084.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0084.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0084,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0085,1.0,fundus,625397,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0085.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0085.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0085,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0086,1.0,fundus,618809,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0086.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0086.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0086,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0088,1.0,fundus,626127,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0088.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0088.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0088,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0089,1.0,fundus,626737,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0089.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0089.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0089,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0090,1.0,fundus,626591,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0090.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0090.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0090,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0091,1.0,fundus,625213,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0091.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0091.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0091,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0092,1.0,fundus,624603,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0092.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0092.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0092,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0093,1.0,fundus,630370,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0093.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0093.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0093,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0094,1.0,fundus,623183,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0094.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0094.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0094,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0095,1.0,fundus,620126,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0095.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0095.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0095,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0096,1.0,fundus,628944,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0096.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0096.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0096,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0099,1.0,fundus,621792,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0099.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0099.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0099,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0100,1.0,fundus,623831,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0100.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0100.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0100,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0102,1.0,fundus,612076,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0102.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0102.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0102,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0103,1.0,fundus,620611,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0103.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0103.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0103,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0104,1.0,fundus,617301,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0104.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0104.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0104,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0105,1.0,fundus,624156,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0105.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0105.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0105,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0106,1.0,fundus,628037,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0106.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0106.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0106,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0108,1.0,fundus,635574,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0108.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0108.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0108,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0109,1.0,fundus,628728,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0109.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0109.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0109,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0110,1.0,fundus,628640,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0110.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0110.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0110,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0111,1.0,fundus,624589,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0111.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0111.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0111,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0112,1.0,fundus,624762,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0112.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0112.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0112,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0113,1.0,fundus,620916,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0113.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0113.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0113,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0114,1.0,fundus,622624,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0114.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0114.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0114,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0115,1.0,fundus,625968,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0115.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0115.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0115,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0116,1.0,fundus,625332,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0116.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0116.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0116,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0117,1.0,fundus,623027,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0117.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0117.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0117,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0118,1.0,fundus,625826,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0118.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0118.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0118,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0119,1.0,fundus,614402,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0119.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0119.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0119,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0120,1.0,fundus,621248,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0120.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0120.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0120,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0121,1.0,fundus,624544,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0121.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0121.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0121,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0122,1.0,fundus,623374,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0122.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0122.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0122,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0123,1.0,fundus,622805,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0123.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0123.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0123,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0124,1.0,fundus,622329,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0124.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0124.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0124,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0125,1.0,fundus,618461,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0125.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0125.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0125,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0126,1.0,fundus,623763,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0126.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0126.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0126,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0127,1.0,fundus,615042,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0127.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0127.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0127,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0129,1.0,fundus,630105,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0129.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0129.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0129,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0130,1.0,fundus,630849,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0130.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0130.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0130,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0131,1.0,fundus,628954,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0131.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0131.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0131,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0132,1.0,fundus,618211,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0132.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0132.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0132,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0134,1.0,fundus,624091,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0134.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0134.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0134,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0135,1.0,fundus,626235,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0135.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0135.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0135,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0141,1.0,fundus,627372,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0141.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0141.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0141,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0142,1.0,fundus,629915,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0142.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0142.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0142,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0143,1.0,fundus,618030,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0143.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0143.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0143,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0145,1.0,fundus,628427,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0145.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0145.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0145,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0146,1.0,fundus,631827,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0146.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0146.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0146,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0148,1.0,fundus,629375,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0148.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0148.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0148,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0149,1.0,fundus,629521,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0149.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0149.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0149,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0150,1.0,fundus,626028,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0150.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0150.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0150,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0151,1.0,fundus,623401,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0151.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0151.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0151,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0152,1.0,fundus,623432,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0152.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0152.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0152,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0153,1.0,fundus,619093,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0153.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0153.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0153,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0155,1.0,fundus,625650,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0155.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0155.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0155,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0156,1.0,fundus,627854,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0156.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0156.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0156,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0157,1.0,fundus,623421,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0157.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0157.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0157,pass,REFUGE,train,"[0, 0, 0, 0]"
